Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_id,0.0,0.0,1.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
lexical_n_letters,0.0,0.0,1.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
grammatical_gender,0.00027670709459868696,1.7722136197035025e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
grammatical_number,0.0010511954462438591,2.6333422528264376e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
grammatical_pos,0.011933805688658098,1.3843296048231261e-05,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
grammatical_tense,0.0005155366297777015,2.348136724428452e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
grammatical_person,7.789781065821218e-05,6.059497567383872e-07,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
sequential_posit_from_start,0.0004222666431270498,1.7664117230836166e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
sentential_question,0.000210075041730111,1.1930508437902169e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
structural_depth_in_tree,0.0002237858924357486,1.2832103399111944e-06,0.0,0.09440212316225503,0.015578126341493394,0.3276827407849232,0.5724415321900995,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,5,True,False,Multivariate
