bert-base-uncased_1,bert-base-uncased_2,bert-base-uncased_3,bert-base-uncased_4,bert-base-uncased_5,bert-base-uncased_6,bert-base-uncased_7,bert-base-uncased_8,bert-base-uncased_9,bert-base-uncased_10,bert-base-uncased_11,bert-base-uncased_12,gpt2_1,gpt2_2,gpt2_3,gpt2_4,gpt2_5,gpt2_6,gpt2_7,gpt2_8,gpt2_9,gpt2_10,gpt2_11,gpt2_12,mamba_1,mamba_2,mamba_3,mamba_4,mamba_5,mamba_6,mamba_7,mamba_8,mamba_9,mamba_10,mamba_11,mamba_12,mamba_13,mamba_14,mamba_15,mamba_16,mamba_17,mamba_18,mamba_19,mamba_20,mamba_21,mamba_22,mamba_23,mamba_24
1.0,0.9702339021557158,0.9496411934608674,0.9191980140935869,0.8963370708744455,0.839279768976174,0.8196730873978455,0.7362313871634008,0.6511026172132697,0.626749151932071,0.6020693690654776,0.4837257795260957,0.8594403030149587,0.8709953370387961,0.874494311547477,0.8732687851150724,0.8557681126090853,0.8566782943430593,0.8500244008623651,0.8467433907623704,0.8266010040354788,0.8114058935751214,0.7300722056783417,0.20001137947364206,0.8741858317296591,0.8706079255382608,0.8716390435360127,0.8548056055060029,0.827255466141245,0.79478713165104,0.7253597850204506,0.7053313177155861,0.691308657766898,0.6870485395836787,0.6972403602270562,0.6771884879551051,0.6649365962527879,0.6519136544951306,0.6358964038893413,0.6227932191399782,0.6119415701274317,0.5526769319078911,0.5146906629238615,0.4532060651529566,0.44292389899464696,0.36287653861827374,0.22300062686089325,0.23117969482769155
0.9702339021557158,1.0,0.9756583022428944,0.9328477469465876,0.9135853062209995,0.853803418308103,0.8341534292972338,0.7557366026094228,0.6430214013146078,0.6157176415383807,0.5731325288628513,0.4636944642101985,0.8708324537247095,0.8654663655066471,0.8589348951966577,0.8596072221352838,0.8425197576171952,0.8428408367725292,0.8296088848240897,0.8236033931368381,0.7939636074940541,0.7685674246983337,0.68545956876712,0.20250691613988495,0.8752986504663812,0.8669721927494727,0.8613865059768961,0.8356061305571383,0.8135208298100307,0.7789100841745101,0.7091928776473981,0.681050204734509,0.6645263810374021,0.6513552491782107,0.6549094007091295,0.6254656253461114,0.6111979316361735,0.5941749416059484,0.5715625696776936,0.5518373268612023,0.5426970300452834,0.4779443259763515,0.434132226271769,0.38659901488506865,0.3822299023342822,0.3003656205194355,0.15901085434239576,0.20681052828213592
0.9496411934608674,0.9756583022428944,1.0,0.9788119931620273,0.9623934848071432,0.9207411432416831,0.899582669559627,0.8279229654835354,0.7240699507500481,0.691143999333708,0.6447242697355791,0.5542357741187792,0.8544032204562371,0.8661837133097021,0.8611582926705017,0.8636180349790421,0.8530966004130338,0.853687804966662,0.8461787152187646,0.8406192960116444,0.8156565849528151,0.7921424198260024,0.7110048526354291,0.24659926759752449,0.8481470963448869,0.8431003367444229,0.8290609876915976,0.7938344428801853,0.7690432185541147,0.7280418172946626,0.6504960573648816,0.6247105486717468,0.6096351646915755,0.6037259451026201,0.6179131846646909,0.5892154987968983,0.5766830061422645,0.5600330299706826,0.5453618046213217,0.5273685205962219,0.5118772675259124,0.4494536780729452,0.4099876920208598,0.3518310132723318,0.35229587137725143,0.28574706758610124,0.17694463958472048,0.2690770490173342
0.9191980140935869,0.9328477469465876,0.9788119931620273,1.0,0.9858689280767765,0.9639438382612203,0.9465030733583473,0.8881614569591738,0.8000427443764818,0.7680756619491492,0.7157973266201587,0.6321232027429637,0.8413197739699698,0.8696489412092707,0.8690354939106056,0.8759931161311718,0.8708892077226009,0.8697424701693481,0.8633528574572266,0.8549280022651784,0.832889170882262,0.8129642628462043,0.7466959183412265,0.2839597595970592,0.8101277416577586,0.8114304592474119,0.796010747001556,0.756678139377685,0.7312335198654177,0.6900822378042917,0.6111218211923803,0.5950109297345775,0.5822792341674761,0.5821348513679668,0.6027538009358203,0.580860101734791,0.5719300464354816,0.5580113782150075,0.5517533124888631,0.5369623540231643,0.5181400255915749,0.45039193895494856,0.4232546436836247,0.3583567182136925,0.35759781356123527,0.31554467797170876,0.2452374865532442,0.3349381262818644
0.8963370708744455,0.9135853062209995,0.9623934848071432,0.9858689280767765,1.0,0.9812150323814184,0.9632952359553297,0.9023830123621324,0.8097599254807573,0.7836897422462156,0.7340459789674972,0.6564132276574185,0.8204991601834142,0.848675018724186,0.8494224318591211,0.8574430537869864,0.8535364663041365,0.8533827686454021,0.8479264292722744,0.8394494398077885,0.8170820785862949,0.7958486732430928,0.7262059961591716,0.2765999740212134,0.7895431488435014,0.790861347894998,0.774671325598529,0.735623238616812,0.7102835989407806,0.6688160615012569,0.5920684369437568,0.5739579000562284,0.5612962544444896,0.558074149195189,0.5761726874492457,0.5551972165896749,0.5467417120459575,0.532276662360976,0.5244225332031803,0.5092669030594951,0.4897368015094118,0.4238077672006484,0.3960293143484607,0.3345441916329742,0.3343327454405722,0.29146458709361095,0.2212108893278465,0.33114994351163735
0.839279768976174,0.853803418308103,0.9207411432416831,0.9639438382612203,0.9812150323814184,1.0,0.987787750353757,0.946338437928876,0.8720907943160212,0.8446815953185548,0.792427068530579,0.7298170122426731,0.778203579691288,0.8161142605418907,0.8196902413106038,0.8298836398271264,0.828273550669264,0.8265000262480411,0.8216150338439728,0.8084845321449914,0.7864756349671995,0.7666236647241171,0.7075265852858874,0.28396237913575995,0.7214638015114254,0.7253511093951686,0.7088397119561156,0.6713686685601988,0.6469847355927154,0.606907386220346,0.5337412507668128,0.5241647537827858,0.5151174269771817,0.5154174993553329,0.5391120762740047,0.5273508176663093,0.5198899544862442,0.5069175356067078,0.5061736427942982,0.49336281061495074,0.47084476747273685,0.4026582889853859,0.386006137108832,0.3289624162256311,0.32572464150341396,0.299560753614312,0.2597006552111014,0.3603898570711859
0.8196730873978455,0.8341534292972338,0.899582669559627,0.9465030733583473,0.9632952359553297,0.987787750353757,1.0,0.9732435251574975,0.9072948483513017,0.8818552671598002,0.824872934272738,0.7568784629972848,0.7615705309625027,0.8035895368909888,0.8104919991510537,0.823896321199076,0.8235943222010248,0.8233484453062918,0.8178873973284362,0.799945424207575,0.7763738592901959,0.7536737337137459,0.6971916196988704,0.2653565983007663,0.7022417086954166,0.7077254278041832,0.6953654553039953,0.6615534053509179,0.6404543069257146,0.6010450622288048,0.5316675051334477,0.5267646540760652,0.5192286609076621,0.5192278954050243,0.5404507679542856,0.5359440435423108,0.5282736432331042,0.5156885652383671,0.5153247661887405,0.5039922447560663,0.48186776291095984,0.4108759655686318,0.39850485001504854,0.34743756395765796,0.3401910460886425,0.3124086062172509,0.26951690213850416,0.3441650474644202
0.7362313871634008,0.7557366026094228,0.8279229654835354,0.8881614569591738,0.9023830123621324,0.946338437928876,0.9732435251574975,1.0,0.9555440197770705,0.93088823975675,0.8677650235578951,0.7939742719338747,0.6918195670535081,0.7380411097771507,0.7454289636319914,0.764561693415549,0.7671665767678947,0.7675589252132119,0.7593270191357815,0.7360389474646026,0.7121592551818766,0.6867170333810461,0.6434715207761975,0.2375236368125996,0.6161377864879666,0.623755839869708,0.6171474581794208,0.5886721907676535,0.5709657250854514,0.535523980087473,0.4787308579822528,0.4826669033674966,0.47855157772248214,0.4788053115164732,0.4969515987612277,0.5024604960215512,0.495955263421267,0.48528384198339247,0.48909628622384854,0.4808459168502552,0.46018274529786013,0.38863191319520957,0.3863869199392913,0.3443060675925982,0.33146114069908944,0.3072494825172531,0.2739373955914072,0.30740296499413683
0.6511026172132697,0.6430214013146078,0.7240699507500481,0.8000427443764818,0.8097599254807573,0.8720907943160212,0.9072948483513017,0.9555440197770705,1.0,0.9732945099096808,0.9365998663712196,0.8377062193197187,0.59952787502017,0.6566875592339985,0.6775702794455474,0.7002364085335789,0.7068487479457299,0.7071287007328092,0.7045934118832946,0.6803206394388375,0.6685557134455893,0.6542294111523014,0.6205906917263574,0.2062671784124728,0.5066200975281646,0.5164436512850004,0.5172457077571678,0.5043619962470051,0.4877376974341207,0.4625219462302635,0.416202510211013,0.43678515974409643,0.4395943520697258,0.4534410398397317,0.4835392671945785,0.5091092843845528,0.5049999582147946,0.5013795684421885,0.5146484740517312,0.5164869980257054,0.4960843472907609,0.4337644574465578,0.44785096047011214,0.40306211611778514,0.38021437216230913,0.35579445971419577,0.33752925382074095,0.30188182365203614
0.626749151932071,0.6157176415383807,0.691143999333708,0.7680756619491492,0.7836897422462156,0.8446815953185548,0.8818552671598002,0.93088823975675,0.9732945099096808,1.0,0.9611888684137245,0.864295362548165,0.5702131821564929,0.6225292009430365,0.6412473391624735,0.6646233931873645,0.6695468689371328,0.6688764904210542,0.6658406502221634,0.6423836666775107,0.6264873438330817,0.6143599173367112,0.593940563669952,0.20555429093489924,0.48821245822494874,0.5016120501541511,0.5083127807691648,0.49623916298878784,0.48448213683953023,0.4594232441055106,0.41685177764066855,0.4350077034033057,0.4373609480576094,0.4421670761333756,0.4605236771922243,0.483847576707866,0.4782826665163192,0.472934514920614,0.4828595268757944,0.4824489967736312,0.4634998781602051,0.39917842433817785,0.411749498045488,0.37746309291167074,0.35552977193006047,0.34454478625049406,0.32976522747362186,0.2989324329488073
