Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_id,0.0,0.0,1.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
lexical_n_letters,2.0622295711372072e-07,5.0817117243548547e-08,2.473259601811418e-05,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
grammatical_gender,0.0005242299869960772,2.728358921431089e-06,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
grammatical_number,0.002679837452534905,4.969449931913376e-06,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
grammatical_pos,0.006395606897764867,1.0981603666581902e-05,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
grammatical_tense,0.0007791071619073364,3.018469028785714e-06,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
grammatical_person,8.218459732058051e-05,8.238515665256227e-07,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
sequential_posit_from_start,2.9959831735878022e-05,5.604506083421022e-07,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
sentential_question,0.00011712570065989912,1.0610496685412363e-06,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
structural_depth_in_tree,0.00022076390278745166,1.4981075321133941e-06,0.0,0.11561055174680698,0.02189494225928016,0.16645177737273908,0.407986323021809,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,2,True,False,Multivariate
