bert-base-uncased_L1,bert-base-uncased_L2,bert-base-uncased_L3,bert-base-uncased_L4,bert-base-uncased_L5,bert-base-uncased_L6,bert-base-uncased_L7,bert-base-uncased_L8,bert-base-uncased_L9,bert-base-uncased_L10,bert-base-uncased_L11,bert-base-uncased_L12,gpt2_L1,gpt2_L2,gpt2_L3,gpt2_L4,gpt2_L5,gpt2_L6,gpt2_L7,gpt2_L8,gpt2_L9,gpt2_L10,gpt2_L11,gpt2_L12
1.0,0.970233899280442,0.9496411866856913,0.9191980045950824,0.8963370628413444,0.8392797667988396,0.8196730860344351,0.7362313716534914,0.6511025817971624,0.6267491281535882,0.602069346811213,0.4837257845539447,0.28307927645010444,0.1824239034273504,0.1665005185090069,0.16624639455363321,0.1662023375906464,0.16659111010173758,0.16733188013631284,0.16848467975917292,0.16980740536136307,0.17137071108972063,0.17382633755694857,0.23491372054265672
0.970233899280442,1.0,0.9756582941854341,0.9328477338914191,0.9135852980027306,0.8538034107942858,0.8341534301674414,0.7557365966582756,0.6430213684401831,0.6157176192532664,0.5731325026240651,0.463694467771129,0.26260162815524246,0.1647262373577767,0.1497216028695163,0.1494533488218201,0.1494142581237648,0.14973217950903328,0.1504091205904882,0.15144470660801687,0.1525696683287239,0.1540729280455242,0.15650155216064668,0.21017586987939205
0.9496411866856913,0.9756582941854341,1.0,0.9788119961468984,0.9623934964532337,0.9207411589307063,0.8995826934831911,0.827922991899361,0.7240699534029549,0.6911440240284337,0.6447242860407808,0.5542358196118615,0.34913474011455436,0.2587376519619225,0.24384402149860956,0.24368250770468758,0.24361870795590235,0.24395303204091723,0.24458976902553886,0.24557648327790949,0.24663134810797321,0.24788826937459857,0.2499365994495119,0.29851132540839254
0.9191980045950824,0.9328477338914191,0.9788119961468984,1.0,0.9858689299827056,0.9639438454270075,0.94650308248976,0.8881614642286428,0.8000427339153333,0.7680756714385071,0.7157973296445592,0.6321232263490889,0.3952577356984804,0.3074565979814361,0.29170196889119065,0.29169972818414996,0.29166874911997503,0.2920421735307698,0.292691222617871,0.29368564473793735,0.29472970631656525,0.2958986513099628,0.2978513925227135,0.3522904471850823
0.8963370628413444,0.9135852980027306,0.9623934964532337,0.9858689299827056,1.0,0.9812150312973965,0.963295231548201,0.9023830023241008,0.8097598866886855,0.7836897156704684,0.7340459466554047,0.6564132122097238,0.3953938533720508,0.31595160962383234,0.299861037472056,0.3000327322817288,0.3000435203392019,0.3004294681173272,0.3010644355272311,0.3019980561843541,0.3029782514950642,0.3040891676967584,0.3059117543468776,0.3513982999856347
0.8392797667988396,0.8538034107942858,0.9207411589307063,0.9639438454270075,0.9812150312973965,1.0,0.9877877522247086,0.946338437681882,0.8720907807169322,0.844681603455008,0.7924270721430113,0.7298170181251775,0.4228307786506764,0.351660103447532,0.3354370289736332,0.33572721447556936,0.3357933546453502,0.3361977862287459,0.33679299655762396,0.33767195650351395,0.33857457880276476,0.3394777934369254,0.34113775582781264,0.39000534119467356
0.8196730860344351,0.8341534301674414,0.8995826934831911,0.94650308248976,0.963295231548201,0.9877877522247086,1.0,0.9732435224036335,0.9072948306173079,0.8818552586356279,0.8248729235291585,0.756878455101512,0.3998781272294531,0.33143893013933506,0.3150955122432882,0.31543059685073027,0.31553407666303424,0.31594346936873674,0.31655020309256754,0.3174199484909785,0.3183305972588892,0.3192450114217481,0.3209857072570965,0.37750283713382604
0.7362313716534914,0.7557365966582756,0.827922991899361,0.8881614642286428,0.9023830023241008,0.946338437681882,0.9732435224036335,1.0,0.955544010052164,0.9308882297358042,0.8677650070025321,0.7939742495124635,0.36126968463292586,0.3024163476488237,0.2865695426275176,0.28700604415142955,0.2871671848347963,0.28760042623167736,0.2881853112982228,0.2890157292771278,0.28983506591051755,0.2906168474388028,0.2923107740639083,0.3625995707833168
0.6511025817971624,0.6430213684401831,0.7240699534029549,0.8000427339153333,0.8097598866886855,0.8720907807169322,0.9072948306173079,0.955544010052164,1.0,0.9732945102348767,0.936599860933477,0.8377062041366288,0.3352696620209158,0.28275034824185685,0.26726426011298926,0.26779970088159555,0.2680355538844011,0.26850305150274234,0.26908392557877825,0.2699295098799271,0.27085143257637145,0.271520410331023,0.2732006284471538,0.35953012922088357
0.6267491281535882,0.6157176192532664,0.6911440240284337,0.7680756714385071,0.7836897156704684,0.844681603455008,0.8818552586356279,0.9308882297358042,0.9732945102348767,1.0,0.9611888622583025,0.864295362313463,0.3210251903832736,0.27053285396952104,0.2559143413237873,0.25637840346650126,0.2565849019058752,0.25697815226430865,0.2574691239053243,0.2581484845042762,0.2589221519027421,0.25957586787267894,0.26109623357402895,0.3341857023778004
0.602069346811213,0.5731325026240651,0.6447242860407808,0.7157973296445592,0.7340459466554047,0.7924270721430113,0.8248729235291585,0.8677650070025321,0.936599860933477,0.9611888622583025,1.0,0.875311554758532,0.30382934466888983,0.26180554590310456,0.24713682410903018,0.24768715603990718,0.24793009304189007,0.2483506000408414,0.24884716123091252,0.24957102919864257,0.2504152521570755,0.25104069237719734,0.2525124863164562,0.3191349131218466
0.4837257845539447,0.463694467771129,0.5542358196118615,0.6321232263490889,0.6564132122097238,0.7298170181251775,0.756878455101512,0.7939742495124635,0.8377062041366288,0.864295362313463,0.875311554758532,1.0,0.4311546028850996,0.4104840622953659,0.39913252855500364,0.3995603782865883,0.3998161530497364,0.4002493710720227,0.4005941083833768,0.4010757064808709,0.4017533722967855,0.40205721151933466,0.40319928655412646,0.45777490165394635
0.28307927645010444,0.26260162815524246,0.34913474011455436,0.3952577356984804,0.3953938533720508,0.4228307786506764,0.3998781272294531,0.36126968463292586,0.3352696620209158,0.3210251903832736,0.30382934466888983,0.4311546028850996,1.0,0.9851868289613049,0.9842598853482032,0.9840344503020028,0.9839596288590788,0.9839568347022145,0.9840275691489156,0.9841675573600122,0.9843174428675278,0.9844830624306927,0.9847430695296527,0.9212307030127908
0.1824239034273504,0.1647262373577767,0.2587376519619225,0.3074565979814361,0.31595160962383234,0.351660103447532,0.33143893013933506,0.3024163476488237,0.28275034824185685,0.27053285396952104,0.26180554590310456,0.4104840622953659,0.9851868289613049,1.0,0.9994611715934268,0.9995596486954194,0.9995863756579074,0.9996089866220309,0.9996322572881207,0.9996572390089044,0.9996798094278818,0.9996945022972663,0.999692024868933,0.9200601939654185
0.1665005185090069,0.1497216028695163,0.24384402149860956,0.29170196889119065,0.299861037472056,0.3354370289736332,0.3150955122432882,0.2865695426275176,0.26726426011298926,0.2559143413237873,0.24713682410903018,0.39913252855500364,0.9842598853482032,0.9994611715934268,1.0,0.9999863319220531,0.9999798569351829,0.9999741084171445,0.9999668027376294,0.9999547212782655,0.9999350818707193,0.9999028905600829,0.9998273973791223,0.918222621617116
0.16624639455363321,0.1494533488218201,0.24368250770468758,0.29169972818414996,0.3000327322817288,0.33572721447556936,0.31543059685073027,0.28700604415142955,0.26779970088159555,0.25637840346650126,0.24768715603990718,0.3995603782865883,0.9840344503020028,0.9995596486954194,0.9999863319220531,1.0,0.9999974248879764,0.9999941992658767,0.9999894713350745,0.9999794373359194,0.9999610840450563,0.9999311383717229,0.9998576960449149,0.9181886839262227
0.1662023375906464,0.1494142581237648,0.24361870795590235,0.29166874911997503,0.3000435203392019,0.3357933546453502,0.31553407666303424,0.2871671848347963,0.2680355538844011,0.2565849019058752,0.24793009304189007,0.3998161530497364,0.9839596288590788,0.9995863756579074,0.9999798569351829,0.9999974248879764,1.0,0.9999982788853883,0.9999945822670642,0.9999856537027983,0.9999686218751828,0.9999403737879894,0.9998712757206107,0.9182143106573795
0.16659111010173758,0.14973217950903328,0.24395303204091723,0.2920421735307698,0.3004294681173272,0.3361977862287459,0.31594346936873674,0.28760042623167736,0.26850305150274234,0.25697815226430865,0.2483506000408414,0.4002493710720227,0.9839568347022145,0.9996089866220309,0.9999741084171445,0.9999941992658767,0.9999982788853883,1.0,0.9999981555499212,0.9999916792437816,0.9999775836781609,0.9999514326197109,0.9998865026236861,0.9184411088999651
0.16733188013631284,0.1504091205904882,0.24458976902553886,0.292691222617871,0.3010644355272311,0.33679299655762396,0.31655020309256754,0.2881853112982228,0.26908392557877825,0.2574691239053243,0.24884716123091252,0.4005941083833768,0.9840275691489156,0.9996322572881207,0.9999668027376294,0.9999894713350745,0.9999945822670642,0.9999981555499212,1.0,0.9999969427074507,0.9999866597642193,0.9999651911727714,0.9999067208663136,0.9186144515034488
0.16848467975917292,0.15144470660801687,0.24557648327790949,0.29368564473793735,0.3019980561843541,0.33767195650351395,0.3174199484909785,0.2890157292771278,0.2699295098799271,0.2581484845042762,0.24957102919864257,0.4010757064808709,0.9841675573600122,0.9996572390089044,0.9999547212782655,0.9999794373359194,0.9999856537027983,0.9999916792437816,0.9999969427074507,1.0,0.9999951631740619,0.9999786181952911,0.9999286284337061,0.9190060683179028
0.16980740536136307,0.1525696683287239,0.24663134810797321,0.29472970631656525,0.3029782514950642,0.33857457880276476,0.3183305972588892,0.28983506591051755,0.27085143257637145,0.2589221519027421,0.2504152521570755,0.4017533722967855,0.9843174428675278,0.9996798094278818,0.9999350818707193,0.9999610840450563,0.9999686218751828,0.9999775836781609,0.9999866597642193,0.9999951631740619,1.0,0.9999916625838574,0.9999538907613599,0.9195209750564257
0.17137071108972063,0.1540729280455242,0.24788826937459857,0.2958986513099628,0.3040891676967584,0.3394777934369254,0.3192450114217481,0.2906168474388028,0.271520410331023,0.25957586787267894,0.25104069237719734,0.40205721151933466,0.9844830624306927,0.9996945022972663,0.9999028905600829,0.9999311383717229,0.9999403737879894,0.9999514326197109,0.9999651911727714,0.9999786181952911,0.9999916625838574,1.0,0.9999806153137357,0.9197351561390126
0.17382633755694857,0.15650155216064668,0.2499365994495119,0.2978513925227135,0.3059117543468776,0.34113775582781264,0.3209857072570965,0.2923107740639083,0.2732006284471538,0.26109623357402895,0.2525124863164562,0.40319928655412646,0.9847430695296527,0.999692024868933,0.9998273973791223,0.9998576960449149,0.9998712757206107,0.9998865026236861,0.9999067208663136,0.9999286284337061,0.9999538907613599,0.9999806153137357,1.0,0.9207973211415195
0.23491372054265672,0.21017586987939205,0.29851132540839254,0.3522904471850823,0.3513982999856347,0.39000534119467356,0.37750283713382604,0.3625995707833168,0.35953012922088357,0.3341857023778004,0.3191349131218466,0.45777490165394635,0.9212307030127908,0.9200601939654185,0.918222621617116,0.9181886839262227,0.9182143106573795,0.9184411088999651,0.9186144515034488,0.9190060683179028,0.9195209750564257,0.9197351561390126,0.9207973211415195,1.0
