Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_id,1.171292806918376e-08,7.554624532136117e-09,0.060518987879000806,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
lexical_n_letters,0.0,0.0,1.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
grammatical_gender,4.017689488021996e-06,1.0676069381849875e-07,3.1427666204498e-310,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
grammatical_number,0.0,0.0,1.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
grammatical_pos,0.004294702931876554,4.919434290571284e-06,0.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
grammatical_tense,0.000245659170309165,1.1536691407726316e-06,0.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
grammatical_person,0.0001893398204152934,9.779596438029902e-07,0.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
sequential_posit_from_start,0.003397245024282399,3.7762476579503578e-06,0.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
sentential_question,0.0007692847546121289,1.756474607374241e-06,0.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
structural_depth_in_tree,0.0,0.0,1.0,0.07655545464211261,0.009043110419630119,0.40904828040343655,0.6395719874960113,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,12,True,False,Multivariate
