Feature,importance,std,pval,score_MAE,score_MSE,score_R2,score_R,dataset,_model,seed,step,add_special_tokens,zscore,take_activation_from,distance_metric,layer,min_max,conditional,Method
sentence_id,1.0431475964854877e-07,1.75127541693325e-08,1.2884678161378764e-09,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
lexical_n_letters,0.0,0.0,1.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
grammatical_gender,0.00037109893879881765,1.7644950010929394e-06,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
grammatical_number,0.00023982634648974952,1.1309475685736897e-06,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
grammatical_pos,0.012770441470850822,1.2815693106105082e-05,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
grammatical_tense,0.00013048892506967516,1.0855872891426592e-06,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
grammatical_person,9.566492224463534e-05,6.143165127945259e-07,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
sequential_posit_from_start,0.002027878887899933,3.53836134482579e-06,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
sentential_question,0.0007686744664469592,2.1334313157935402e-06,0.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
structural_depth_in_tree,0.0,0.0,1.0,0.09008228507901594,0.013549546460967059,0.42069421668988766,0.6486133651630516,svo_long_word_level_simplif,bert-base-uncased,0,,True,False,mean,euclidean,8,True,False,Multivariate
