bert-base-uncased_L1,bert-base-uncased_L2,bert-base-uncased_L3,bert-base-uncased_L4,bert-base-uncased_L5,bert-base-uncased_L6,bert-base-uncased_L7,bert-base-uncased_L8,bert-base-uncased_L9,bert-base-uncased_L10,bert-base-uncased_L11,bert-base-uncased_L12,gpt2_L1,gpt2_L2,gpt2_L3,gpt2_L4,gpt2_L5,gpt2_L6,gpt2_L7,gpt2_L8,gpt2_L9,gpt2_L10,gpt2_L11,gpt2_L12
1.0,0.9921103904966585,0.9857019610122284,0.9631880903426814,0.9298118645878363,0.8919403319944577,0.8779573227950803,0.8327887080274645,0.8006422354601844,0.7762124046647106,0.7635359565410484,0.6741542833268552,0.16018504212628681,-0.07809136390683288,-0.11768516980976856,-0.11739421875283299,-0.11758541992717866,-0.11718190613764208,-0.11606881012312428,-0.11420508861812127,-0.11233090659845814,-0.10963890161175094,-0.10231809478320827,0.31500065620877177
0.9921103904966585,1.0,0.9925961203921388,0.9712406721341972,0.9435206799593392,0.9070197103941025,0.8918147941563705,0.8478929242713212,0.8163112819193149,0.7928659680401856,0.7820859470421246,0.6901022106280001,0.13886237221146694,-0.1038024718485197,-0.1438528327823627,-0.14352501258638367,-0.1436936897784979,-0.143290181151327,-0.14217579101982541,-0.14032391289484047,-0.13844732113316058,-0.13575448034598112,-0.1282918518191509,0.3092159393255415
0.9857019610122284,0.9925961203921388,1.0,0.9872184375334004,0.9644195828980779,0.9339968289933408,0.91933148084461,0.8793488059379815,0.8511734964286629,0.8270668240619871,0.8141910352051681,0.7298749218631053,0.17254897812798412,-0.07289892188808311,-0.11367158485183448,-0.11329736286461868,-0.11343855104691809,-0.11298208384531254,-0.11183327833296644,-0.10992516065935382,-0.10797363331845079,-0.10519772635976385,-0.09736363506409963,0.34997717423004227
0.9631880903426814,0.9712406721341972,0.9872184375334004,1.0,0.9872167444136948,0.969137405782674,0.9555232591677495,0.9239171884691043,0.8990251755067803,0.8782187989479338,0.86192584639192,0.7920467907896376,0.21959078424308878,-0.03281415918575564,-0.07479978611465408,-0.07438850154638744,-0.0744428474789541,-0.07387939643730482,-0.07267374162641148,-0.07070407090443358,-0.06860902817185516,-0.0657645619441856,-0.057429129493494484,0.403912923797156
0.9298118645878363,0.9435206799593392,0.9644195828980779,0.9872167444136948,1.0,0.9906166257391322,0.9806796184843956,0.9576385873676326,0.935842481121787,0.9206792393155345,0.9087934958485498,0.8470478206797518,0.22660006295841753,-0.03355217451547429,-0.07653132323787801,-0.07603382032926996,-0.07606711543689827,-0.0754392201238658,-0.07424413921159072,-0.07225979120091823,-0.07013964718403776,-0.06736702747160817,-0.05855448546162834,0.44632996802156844
0.8919403319944577,0.9070197103941025,0.9339968289933408,0.969137405782674,0.9906166257391322,1.0,0.9933382234934656,0.9780572730754611,0.9616821976564137,0.9464911077754524,0.9339129270132487,0.8787318593711679,0.2469378492198438,-0.01436036043729576,-0.057361866816542414,-0.05684316304720967,-0.056815723579350205,-0.05611110593123505,-0.05490940834582116,-0.05291676761337568,-0.05076888257090451,-0.048059159254782005,-0.03904611858377967,0.4724270946810832
0.8779573227950803,0.8918147941563705,0.91933148084461,0.9555232591677495,0.9806796184843956,0.9933382234934656,1.0,0.9890980910534906,0.9740572445752436,0.9602152193391496,0.9476405494617516,0.8963253794240578,0.2455578637682876,-0.018767829105534217,-0.06184859894223316,-0.06130043421792488,-0.061284090170438815,-0.060579850617753984,-0.0593888804598285,-0.05739542347174395,-0.0552483640831948,-0.052536675302433423,-0.043291721451203795,0.48563250692823523
0.8327887080274645,0.8478929242713212,0.8793488059379815,0.9239171884691043,0.9576385873676326,0.9780572730754611,0.9890980910534906,1.0,0.9888548229656647,0.9792031258486398,0.966937353399739,0.9169048669049146,0.2498719728787561,-0.013737373923347528,-0.05634488293137426,-0.05577578793892479,-0.05573399437833772,-0.054998927389861535,-0.053837291310071596,-0.05189248701242908,-0.04976733926369998,-0.047152214208347344,-0.03784168704107204,0.5053719739588262
0.8006422354601844,0.8163112819193149,0.8511734964286629,0.8990251755067803,0.935842481121787,0.9616821976564137,0.9740572445752436,0.9888548229656647,1.0,0.9898504056965087,0.977559629196813,0.9267265310431057,0.25608412199978425,-0.0021964597544743463,-0.0438366518345209,-0.04327711333258108,-0.04323453963585507,-0.04251120438704167,-0.041404121547787186,-0.03951716903503677,-0.03744377909863599,-0.034868314016567814,-0.025707196407057445,0.51336235544652
0.7762124046647106,0.7928659680401856,0.8270668240619871,0.8782187989479338,0.9206792393155345,0.9464911077754524,0.9602152193391496,0.9792031258486398,0.9898504056965087,1.0,0.9906498707452656,0.9425492842951798,0.2873532257964637,0.028661176189524178,-0.012845363276327022,-0.012306809338820335,-0.012300063847869365,-0.011604377104862255,-0.010534363165758742,-0.008702091109353901,-0.006655131109614558,-0.004156225351266349,0.00508057772100268,0.5525478470984898
0.7635359565410484,0.7820859470421246,0.8141910352051681,0.86192584639192,0.9087934958485498,0.9339129270132487,0.9476405494617516,0.966937353399739,0.977559629196813,0.9906498707452656,1.0,0.9484819570308725,0.2717784611944742,0.011435712480686078,-0.02998015506804455,-0.02942044628279593,-0.029454040212574355,-0.028780894016329595,-0.027729569333843587,-0.025900017920766263,-0.023867844477980227,-0.021398597509510214,-0.0121400191461737,0.5492008888476023
0.6741542833268552,0.6901022106280001,0.7298749218631053,0.7920467907896376,0.8470478206797518,0.8787318593711679,0.8963253794240578,0.9169048669049146,0.9267265310431057,0.9425492842951798,0.9484819570308725,1.0,0.39105689903600116,0.149396949339649,0.1103630194505844,0.11094444070472335,0.11088458591648089,0.11153916587973838,0.11252676782692154,0.11425206518084519,0.11627389952967436,0.11877953202026324,0.1279195848041892,0.6296062568588605
0.16018504212628681,0.13886237221146694,0.17254897812798412,0.21959078424308878,0.22660006295841753,0.2469378492198438,0.2455578637682876,0.2498719728787561,0.25608412199978425,0.2873532257964637,0.2717784611944742,0.39105689903600116,1.0,0.9553450284052121,0.9410054220834746,0.9411302934707696,0.9410699538912215,0.9412665500458738,0.9416494157103305,0.9423162543207231,0.943046747666474,0.9439141544594989,0.9472548166171239,0.8423800720748209
-0.07809136390683288,-0.1038024718485197,-0.07289892188808311,-0.03281415918575564,-0.03355217451547429,-0.01436036043729576,-0.018767829105534217,-0.013737373923347528,-0.0021964597544743463,0.028661176189524178,0.011435712480686078,0.149396949339649,0.9553450284052121,1.0,0.9988471931340452,0.9988821886742404,0.9988774039075322,0.9989050931497574,0.9989583622274568,0.999045125714041,0.9991295225745058,0.9992201416887065,0.9994994397965765,0.7195184911480446
-0.11768516980976856,-0.1438528327823627,-0.11367158485183448,-0.07479978611465408,-0.07653132323787801,-0.057361866816542414,-0.06184859894223316,-0.05634488293137426,-0.0438366518345209,-0.012845363276327022,-0.02998015506804455,0.1103630194505844,0.9410054220834746,0.9988471931340452,1.0,0.9999960231130759,0.9999938648245569,0.999989767661966,0.9999833599388773,0.9999695269972966,0.999943864807533,0.9999032061159631,0.9996547652023552,0.6960741036424208
-0.11739421875283299,-0.14352501258638367,-0.11329736286461868,-0.07438850154638744,-0.07603382032926996,-0.05684316304720967,-0.06130043421792488,-0.05577578793892479,-0.04327711333258108,-0.012306809338820335,-0.02942044628279593,0.11094444070472335,0.9411302934707696,0.9988821886742404,0.9999960231130759,1.0,0.9999969924707651,0.9999936642922469,0.9999890673128707,0.99997789861312,0.9999549270156373,0.9999177101599265,0.9996829255469246,0.6963777120256095
-0.11758541992717866,-0.1436936897784979,-0.11343855104691809,-0.0744428474789541,-0.07606711543689827,-0.056815723579350205,-0.061284090170438815,-0.05573399437833772,-0.04323453963585507,-0.012300063847869365,-0.029454040212574355,0.11088458591648089,0.9410699538912215,0.9988774039075322,0.9999938648245569,0.9999969924707651,1.0,0.9999980056421841,0.9999939141451389,0.999982555770127,0.9999605029507607,0.999923398132435,0.999686720473047,0.6963126571235386
-0.11718190613764208,-0.143290181151327,-0.11298208384531254,-0.07387939643730482,-0.0754392201238658,-0.05611110593123505,-0.060579850617753984,-0.054998927389861535,-0.04251120438704167,-0.011604377104862255,-0.028780894016329595,0.11153916587973838,0.9412665500458738,0.9989050931497574,0.999989767661966,0.9999936642922469,0.9999980056421841,1.0,0.9999974337828211,0.9999884035767772,0.9999691769817677,0.9999336287502163,0.9997051785996618,0.6967088099157138
-0.11606881012312428,-0.14217579101982541,-0.11183327833296644,-0.07267374162641148,-0.07424413921159072,-0.05490940834582116,-0.0593888804598285,-0.053837291310071596,-0.041404121547787186,-0.010534363165758742,-0.027729569333843587,0.11252676782692154,0.9416494157103305,0.9989583622274568,0.9999833599388773,0.9999890673128707,0.9999939141451389,0.9999974337828211,1.0,0.9999951505768193,0.9999808644806552,0.9999506121970785,0.9997369401194641,0.6973248547465845
-0.11420508861812127,-0.14032391289484047,-0.10992516065935382,-0.07070407090443358,-0.07225979120091823,-0.05291676761337568,-0.05739542347174395,-0.05189248701242908,-0.03951716903503677,-0.008702091109353901,-0.025900017920766263,0.11425206518084519,0.9423162543207231,0.999045125714041,0.9999695269972966,0.99997789861312,0.999982555770127,0.9999884035767772,0.9999951505768193,1.0,0.9999935820226238,0.9999716991098248,0.9997860283511284,0.6984727931836379
-0.11233090659845814,-0.13844732113316058,-0.10797363331845079,-0.06860902817185516,-0.07013964718403776,-0.05076888257090451,-0.0552483640831948,-0.04976733926369998,-0.03744377909863599,-0.006655131109614558,-0.023867844477980227,0.11627389952967436,0.943046747666474,0.9991295225745058,0.999943864807533,0.9999549270156373,0.9999605029507607,0.9999691769817677,0.9999808644806552,0.9999935820226238,1.0,0.9999887947906203,0.9998357211810034,0.6997584747237398
-0.10963890161175094,-0.13575448034598112,-0.10519772635976385,-0.0657645619441856,-0.06736702747160817,-0.048059159254782005,-0.052536675302433423,-0.047152214208347344,-0.034868314016567814,-0.004156225351266349,-0.021398597509510214,0.11877953202026324,0.9439141544594989,0.9992201416887065,0.9999032061159631,0.9999177101599265,0.999923398132435,0.9999336287502163,0.9999506121970785,0.9999716991098248,0.9999887947906203,1.0,0.9998915792065197,0.7012832506250163
-0.10231809478320827,-0.1282918518191509,-0.09736363506409963,-0.057429129493494484,-0.05855448546162834,-0.03904611858377967,-0.043291721451203795,-0.03784168704107204,-0.025707196407057445,0.00508057772100268,-0.0121400191461737,0.1279195848041892,0.9472548166171239,0.9994994397965765,0.9996547652023552,0.9996829255469246,0.999686720473047,0.9997051785996618,0.9997369401194641,0.9997860283511284,0.9998357211810034,0.9998915792065197,1.0,0.7074633808850513
0.31500065620877177,0.3092159393255415,0.34997717423004227,0.403912923797156,0.44632996802156844,0.4724270946810832,0.48563250692823523,0.5053719739588262,0.51336235544652,0.5525478470984898,0.5492008888476023,0.6296062568588605,0.8423800720748209,0.7195184911480446,0.6960741036424208,0.6963777120256095,0.6963126571235386,0.6967088099157138,0.6973248547465845,0.6984727931836379,0.6997584747237398,0.7012832506250163,0.7074633808850513,1.0
